unimorph_iso	INF	PST.SG	PST.PL	PTCP
nld	laarzen	laarsde	laarsden	gelaarsd
nld	behalen	behaalde	behaalden	behaald
nld	worstelen	worstelde	worstelden	geworsteld
nld	doezelen	doezelde	doezelden	gedoezeld
nld	hunkeren	hunkerde	hunkerden	gehunkerd
nld	onteren	onteerde	onteerden	onteerd
nld	tarten	tartte	tartten	getart
nld	baseren	baseerde	baseerden	gebaseerd
nld	bevlekken	bevlekte	bevlekten	bevlekt
nld	verdwalen	verdwaalde	verdwaalden	verdwaald
nld	vervormen	vervormde	vervormden	vervormd
nld	toosten	toostte	toostten	getoost
nld	rijpen	rijpte	rijpten	gerijpt
nld	bestieren	bestierde	bestierden	bestierd
nld	kankeren	kankerde	kankerden	gekankerd
nld	skaten	skatete	skateten	geskatet
nld	pokeren	pokerde	pokerden	gepokerd
nld	ommuren	ommuurde	ommuurden	ommuurd
nld	annuleren	annuleerde	annuleerden	geannuleerd
nld	knappen	knapte	knapten	geknapt
nld	wankelen	wankelde	wankelden	gewankeld
nld	vechten	vocht	vochten	gevochten
nld	beschijnen	bescheen	beschenen	beschenen
nld	jammeren	jammerde	jammerden	gejammerd
nld	neigen	neigde	neigden	geneigd
nld	bepalen	bepaalde	bepaalden	bepaald
nld	verfraaien	verfraaide	verfraaiden	verfraaid
nld	bazelen	bazelde	bazelden	gebazeld
nld	klateren	klaterde	klaterden	geklaterd
nld	behagen	behaagde	behaagden	behaagd
nld	verliezen	verloor	verloren	verloren
nld	ontkleden	ontkleedde	ontkleedden	ontkleed
nld	ontslaan	ontsloeg	ontsloegen	ontslagen
nld	sperren	sperde	sperden	gesperd
nld	schulpen	schulpte	schulpten	geschulpt
nld	ontvolken	ontvolkte	ontvolkten	ontvolkt
nld	ontmoedigen	ontmoedigde	ontmoedigden	ontmoedigd
nld	voltooien	voltooide	voltooiden	voltooid
nld	verkassen	verkaste	verkasten	verkast
nld	betrekken	betrok	betrokken	betrokken
nld	perfectioneren	perfectioneerde	perfectioneerden	geperfectioneerd
nld	beëindigen	beëindigde	beëindigden	beëindigd
nld	brokkelen	brokkelde	brokkelden	gebrokkeld
nld	trakteren	trakteerde	trakteerden	getrakteerd
nld	antedateren	antedateerde	antedateerden	geantedateerd
nld	hospikken	hospikte	hospikten	gehospikt
nld	jubelen	jubelde	jubelden	gejubeld
nld	knellen	knelde	knelden	gekneld
nld	impliceren	impliceerde	impliceerden	geïmpliceerd
nld	verbreiden	verbreidde	verbreidden	verbreid
nld	formatteren	formatteerde	formatteerden	geformatteerd
nld	mislukken	mislukte	mislukten	mislukt
nld	raken	raakte	raakten	geraakt
nld	herleven	herleefde	herleefden	herleefd
nld	lichten	lichtte	lichtten	gelicht
nld	tongzoenen	tongzoende	tongzoenden	getongzoend
nld	informeren	informeerde	informeerden	geïnformeerd
nld	struinen	struinde	struinden	gestruind
nld	wisselen	wisselde	wisselden	gewisseld
nld	vlechten	vlocht	vlochten	gevlochten
nld	redden	redde	redden	gered
nld	knielen	knielde	knielden	geknield
nld	genieten	genoot	genoten	genoten
nld	dwalen	dwaalde	dwaalden	gedwaald
nld	verplaatsen	verplaatste	verplaatsten	verplaatst
nld	hypnotiseren	hypnotiseerde	hypnotiseerden	gehypnotiseerd
nld	relativeren	relativeerde	relativeerden	gerelativeerd
nld	verstoppen	verstopte	verstopten	verstopt
nld	importeren	importeerde	importeerden	geïmporteerd
nld	toucheren	toucheerde	toucheerden	getoucheerd
nld	verversen	ververste	verversten	ververst
nld	browsen	browsede	browseden	gebrowsed
nld	stotteren	stotterde	stotterden	gestotterd
nld	hurken	hurkte	hurkten	gehurkt
nld	handelen	handelde	handelden	gehandeld
nld	polariseren	polariseerde	polariseerden	gepolariseerd
nld	verkrijgen	verkreeg	verkregen	verkregen
nld	lukken	lukte	lukten	gelukt
nld	verzetten	verzette	verzetten	verzet
nld	worgen	worgde	worgden	geworgd
nld	begunstigen	begunstigde	begunstigden	begunstigd
nld	hervatten	hervatte	hervatten	hervat
nld	ritten	ritte	ritten	gerit
nld	versperren	versperde	versperden	versperd
nld	weigeren	weigerde	weigerden	geweigerd
nld	beschilderen	beschilderde	beschilderden	beschilderd
nld	verkwisten	verkwistte	verkwistten	verkwist
nld	bezorgen	bezorgde	bezorgden	bezorgd
nld	heffen	hief	hieven	geheven
nld	kruisigen	kruisigde	kruisigden	gekruisigd
nld	gooien	gooide	gooiden	gegooid
nld	aanvaarden	aanvaardde	aanvaardden	aanvaard
nld	schaterlachen	schaterlachte	schaterlachten	geschaterlacht
nld	stichten	stichtte	stichtten	gesticht
nld	bezielen	bezielde	bezielden	bezield
nld	golfen	golfte	golften	gegolft
nld	compliceren	compliceerde	compliceerden	gecompliceerd
nld	verhouden	verhield	verhielden	verhouden
nld	strippen	stripte	stripten	gestript
nld	kamperen	kampeerde	kampeerden	gekampeerd
nld	legaliseren	legaliseerde	legaliseerden	gelegaliseerd
nld	demoduleren	demoduleerde	demoduleerden	gedemoduleerd
nld	verdommen	verdomde	verdomden	verdomd
nld	zagen	zaagde	zaagden	gezaagd
nld	aanschouwen	aanschouwde	aanschouwden	aanschouwd
nld	ondervinden	ondervond	ondervonden	ondervonden
nld	berispen	berispte	berispten	berispt
nld	bestemmen	bestemde	bestemden	bestemd
nld	belasteren	belasterde	belasterden	belasterd
nld	dwarrelen	dwarrelde	dwarrelden	gedwarreld
nld	kalmeren	kalmeerde	kalmeerden	gekalmeerd
nld	ontkiemen	ontkiemde	ontkiemden	ontkiemd
nld	turven	turfde	turfden	geturfd
nld	slinken	slonk	slonken	geslonken
nld	melken	molk	molken	gemolken
nld	slachten	slachtte	slachtten	geslacht
nld	faseren	faseerde	faseerden	gefaseerd
nld	hokken	hokte	hokten	gehokt
nld	bekostigen	bekostigde	bekostigden	bekostigd
nld	abstraheren	abstraheerde	abstraheerden	geabstraheerd
nld	halen	haalde	haalden	gehaald
nld	plotten	plotte	plotten	geplot
nld	stuwen	stuwde	stuwden	gestuwd
nld	verzaken	verzaakte	verzaakten	verzaakt
nld	hameren	hamerde	hamerden	gehamerd
nld	lengen	lengde	lengden	gelengd
nld	sjoemelen	sjoemelde	sjoemelden	gesjoemeld
nld	vermoeden	vermoedde	vermoedden	vermoed
nld	bemachtigen	bemachtigde	bemachtigden	bemachtigd
nld	onthutsen	onthutste	onthutsten	onthutst
nld	lezen	las	lazen	gelezen
nld	glimmen	glom	glommen	geglommen
nld	rokeren	rokeerde	rokeerden	gerokeerd
nld	ruien	ruide	ruiden	geruid
nld	modificeren	modificeerde	modificeerden	gemodificeerd
nld	rukken	rukte	rukten	gerukt
nld	aarzelen	aarzelde	aarzelden	geaarzeld
nld	omvatten	omvatte	omvatten	omvat
nld	regenen	regende	regenden	geregend
nld	ontkurken	ontkurkte	ontkurkten	ontkurkt
nld	verdienen	verdiende	verdienden	verdiend
nld	bezinnen	bezon	bezonnen	bezonnen
nld	faxen	faxte	faxten	gefaxt
nld	ruiken	rook	roken	geroken
nld	bungelen	bungelde	bungelden	gebungeld
nld	kopiëren	kopieerde	kopieerden	gekopieerd
nld	nopen	noopte	noopten	genoopt
nld	verwarmen	verwarmde	verwarmden	verwarmd
nld	lanceren	lanceerde	lanceerden	gelanceerd
nld	sloffen	slofte	sloften	gesloft
nld	verlangzamen	verlangzaamde	verlangzaamden	verlangzaamd
nld	brengen	bracht	brachten	gebracht
nld	decimeren	decimeerde	decimeerden	gedecimeerd
nld	verroesten	verroestte	verroestten	verroest
nld	bebouwen	bebouwde	bebouwden	bebouwd
nld	besparen	bespaarde	bespaarden	bespaard
nld	emulgeren	emulgeerde	emulgeerden	geëmulgeerd
nld	bezweren	bezwoer	bezwoeren	bezworen
nld	denderen	denderde	denderden	gedenderd
nld	verbeuzelen	verbeuzelde	verbeuzelden	verbeuzeld
nld	ontzeggen	ontzei	ontzeiden	ontzegd
nld	kwispelen	kwispelde	kwispelden	gekwispeld
nld	tronen	troonde	troonden	getroond
nld	verorberen	verorberde	verorberden	verorberd
nld	briesen	brieste	briesten	gebriest
nld	oefenen	oefende	oefenden	geoefend
nld	verlengen	verlengde	verlengden	verlengd
nld	verbitteren	verbitterde	verbitterden	verbitterd
nld	snuiven	snoof	snoven	gesnoven
nld	raven	ravede	raveden	geraved
nld	overslaan	oversloeg	oversloegen	overgeslagen
nld	twinkelen	twinkelde	twinkelden	getwinkeld
nld	brullen	brulde	brulden	gebruld
nld	verbuigen	verboog	verbogen	verbogen
nld	hopen	hoopte	hoopten	gehoopt
nld	bevreemden	bevreemdde	bevreemdden	bevreemd
nld	turen	tuurde	tuurden	getuurd
nld	verkennen	verkende	verkenden	verkend
nld	verzuipen	verzoop	verzopen	verzopen
nld	industrialiseren	industrialiseerde	industrialiseerden	geïndustrialiseerd
nld	goeden	goedde	goedden	gegoed
nld	graveren	graveerde	graveerden	gegraveerd
nld	veropenbaren	veropenbaarde	veropenbaarden	veropenbaard
nld	proletariseren	proletariseerde	proletariseerden	geproletariseerd
nld	besnijden	besneed	besneden	besneden
nld	kammen	kamde	kamden	gekamd
nld	verchromen	verchroomde	verchroomden	verchroomd
nld	sjokken	sjokte	sjokten	gesjokt
nld	prepareren	prepareerde	prepareerden	geprepareerd
nld	bezoeken	bezocht	bezochten	bezocht
nld	viseren	viseerde	viseerden	geviseerd
nld	verwekken	verwekte	verwekten	verwekt
nld	bedonderen	bedonderde	bedonderden	bedonderd
nld	betrachten	betrachtte	betrachtten	betracht
nld	liquideren	liquideerde	liquideerden	geliquideerd
nld	programmeren	programmeerde	programmeerden	geprogrammeerd
nld	schudden	schudde	schudden	geschud
nld	kwetsen	kwetste	kwetsten	gekwetst
nld	puncteren	puncteerde	puncteerden	gepuncteerd
nld	spuiten	spoot	spoten	gespoten
nld	ontgassen	ontgaste	ontgasten	ontgast
nld	verschieten	verschoot	verschoten	verschoten
nld	verankeren	verankerde	verankerden	verankerd
nld	schaduwen	schaduwde	schaduwden	geschaduwd
nld	betasten	betastte	betastten	betast
nld	transporteren	transporteerde	transporteerden	getransporteerd
nld	besluipen	besloop	beslopen	beslopen
nld	versturen	verstuurde	verstuurden	verstuurd
nld	ontwennen	ontwende	ontwenden	ontwend
nld	galvaniseren	galvaniseerde	galvaniseerden	gegalvaniseerd
nld	spugen	spuugde	spuugden	gespuugd
nld	reinigen	reinigde	reinigden	gereinigd
nld	slijpen	sleep	slepen	geslepen
nld	emigreren	emigreerde	emigreerden	geëmigreerd
nld	sneeuwen	sneeuwde	sneeuwden	gesneeuwd
nld	roesten	roestte	roestten	geroest
nld	triomferen	triomfeerde	triomfeerden	getriomfeerd
nld	zwichten	zwichtte	zwichtten	gezwicht
nld	verbijsteren	verbijsterde	verbijsterden	verbijsterd
nld	vervagen	vervaagde	vervaagden	vervaagd
nld	pruttelen	pruttelde	pruttelden	geprutteld
nld	archiveren	archiveerde	archiveerden	gearchiveerd
nld	stampvoeten	stampvoette	stampvoetten	gestampvoet
nld	gebieden	gebood	geboden	geboden
nld	baggeren	baggerde	baggerden	gebaggerd
nld	seinen	seinde	seinden	geseind
nld	ontwikkelen	ontwikkelde	ontwikkelden	ontwikkeld
nld	veranderen	veranderde	veranderden	veranderd
nld	verrotten	verrotte	verrotten	verrot
nld	verzadigen	verzadigde	verzadigden	verzadigd
nld	onderzoeken	onderzocht	onderzochten	onderzocht
nld	omsluiten	omsloot	omsloten	omsloten
nld	surfen	surfte	surften	gesurft
nld	converteren	converteerde	converteerden	geconverteerd
nld	publiceren	publiceerde	publiceerden	gepubliceerd
nld	kletsen	kletste	kletsten	gekletst
nld	herinneren	herinnerde	herinnerden	herinnerd
nld	krabben	krabde	krabden	gekrabd
nld	malverseren	malverseerde	malverseerden	gemalverseerd
nld	zuchten	zuchtte	zuchtten	gezucht
nld	sleeën	sleede	sleeden	gesleed
nld	fierljeppen	fierljepte	fierljepten	gefierljept
nld	krukken	krukte	krukten	gekrukt
nld	repeteren	repeteerde	repeteerden	gerepeteerd
nld	slijten	sleet	sleten	gesleten
nld	trotseren	trotseerde	trotseerden	getrotseerd
nld	vatten	vatte	vatten	gevat
nld	schakelen	schakelde	schakelden	geschakeld
nld	huppen	hupte	hupten	gehupt
nld	beraadslagen	beraadslaagde	beraadslaagden	beraadslaagd
nld	verheugen	verheugde	verheugden	verheugd
nld	friemelen	friemelde	friemelden	gefriemeld
nld	kietelen	kietelde	kietelden	gekieteld
nld	overvleugelen	overvleugelde	overvleugelden	overvleugeld
nld	verkopen	verkocht	verkochten	verkocht
nld	domineren	domineerde	domineerden	gedomineerd
nld	begroeien	begroeide	begroeiden	begroeid
nld	gekscheren	gekscheerde	gekscheerden	gegekscheerd
nld	kenmerken	kenmerkte	kenmerkten	gekenmerkt
nld	ontkennen	ontkende	ontkenden	ontkend
nld	vernielen	vernielde	vernielden	vernield
nld	ontlasten	ontlastte	ontlastten	ontlast
nld	evalueren	evalueerde	evalueerden	geëvalueerd
nld	openen	opende	openden	geopend
nld	belichamen	belichaamde	belichaamden	belichaamd
nld	lijden	leed	leden	geleden
nld	verfilmen	verfilmde	verfilmden	verfilmd
nld	eggen	egde	egden	geëgd
nld	kwijlen	kwijlde	kwijlden	gekwijld
nld	krijgen	kreeg	kregen	gekregen
nld	bestrijken	bestreek	bestreken	bestreken
nld	verkolen	verkoolde	verkoolden	verkoold
nld	discrimineren	discrimineerde	discrimineerden	gediscrimineerd
nld	verbergen	verborg	verborgen	verborgen
nld	bloeden	bloedde	bloedden	gebloed
nld	stoken	stookte	stookten	gestookt
nld	slepen	sleepte	sleepten	gesleept
nld	graaien	graaide	graaiden	gegraaid
nld	smoezen	smoesde	smoesden	gesmoesd
nld	stoeien	stoeide	stoeiden	gestoeid
nld	schrappen	schrapte	schrapten	geschrapt
nld	slenteren	slenterde	slenterden	geslenterd
nld	boren	boorde	boorden	geboord
nld	snurken	snurkte	snurkten	gesnurkt
nld	verzoeken	verzocht	verzochten	verzocht
nld	zwetsen	zwetste	zwetsten	gezwetst
nld	vergieten	vergoot	vergoten	vergoten
nld	verhouten	verhoutte	verhoutten	verhout
nld	verrukken	verrukte	verrukten	verrukt
nld	nuanceren	nuanceerde	nuanceerden	genuanceerd
nld	stoelen	stoelde	stoelden	gestoeld
nld	dorsten	dorstte	dorstten	gedorst
nld	glanzen	glansde	glansden	geglansd
nld	mishandelen	mishandelde	mishandelden	mishandeld
nld	witten	witte	witten	gewit
nld	strekken	strekte	strekten	gestrekt
nld	verwaarlozen	verwaarloosde	verwaarloosden	verwaarloosd
nld	klotsen	klotste	klotsten	geklotst
nld	ageren	ageerde	ageerden	geageerd
nld	decentraliseren	decentraliseerde	decentraliseerden	gedecentraliseerd
nld	schateren	schaterde	schaterden	geschaterd
nld	pauzeren	pauzeerde	pauzeerden	gepauzeerd
nld	fokken	fokte	fokten	gefokt
nld	slikken	slikte	slikten	geslikt
nld	bevredigen	bevredigde	bevredigden	bevredigd
nld	regeren	regeerde	regeerden	geregeerd
nld	lasteren	lasterde	lasterden	gelasterd
nld	volgen	volgde	volgden	gevolgd
nld	concurreren	concurreerde	concurreerden	geconcurreerd
nld	beschaven	beschaafde	beschaafden	beschaafd
nld	douchen	douchte	douchten	gedoucht
nld	knipperen	knipperde	knipperden	geknipperd
nld	schuifelen	schuifelde	schuifelden	geschuifeld
nld	verdrievoudigen	verdrievoudigde	verdrievoudigden	verdrievoudigd
nld	chatten	chatte	chatten	gechat
nld	beleggen	belegde	belegden	belegd
nld	fladderen	fladderde	fladderden	gefladderd
nld	huizen	huisde	huisden	gehuisd
nld	gewennen	gewende	gewenden	gewend
nld	morren	morde	morden	gemord
nld	splijten	spleet	spleten	gespleten
nld	denken	dacht	dachten	gedacht
nld	ballen	balde	balden	gebald
nld	verengelsen	verengelste	verengelsten	verengelst
nld	vermoeien	vermoeide	vermoeiden	vermoeid
nld	drogen	droogde	droogden	gedroogd
nld	vergaderen	vergaderde	vergaderden	vergaderd
nld	herkennen	herkende	herkenden	herkend
nld	bewonderen	bewonderde	bewonderden	bewonderd
nld	zuipen	zoop	zopen	gezopen
nld	fouilleren	fouilleerde	fouilleerden	gefouilleerd
nld	googelen	googelde	googelden	gegoogeld
nld	duiden	duidde	duidden	geduid
nld	kreukelen	kreukelde	kreukelden	gekreukeld
nld	dubbelklikken	dubbelklikte	dubbelklikten	gedubbelklikt
nld	motregenen	motregende	motregenden	gemotregend
nld	roken	rookte	rookten	gerookt
nld	bemannen	bemande	bemanden	bemand
nld	rappen	rapte	rapten	gerapt
nld	grendelen	grendelde	grendelden	gegrendeld
nld	belanden	belandde	belandden	beland
nld	memoriseren	memoriseerde	memoriseerden	gememoriseerd
nld	dumpen	dumpte	dumpten	gedumpt
nld	waarderen	waardeerde	waardeerden	gewaardeerd
nld	frituren	frituurde	frituurden	gefrituurd
nld	bulderen	bulderde	bulderden	gebulderd
nld	vereren	vereerde	vereerden	vereerd
nld	smullen	smulde	smulden	gesmuld
nld	fabriceren	fabriceerde	fabriceerden	gefabriceerd
nld	haperen	haperde	haperden	gehaperd
nld	likken	likte	likten	gelikt
nld	tasten	tastte	tastten	getast
nld	beweren	beweerde	beweerden	beweerd
nld	duren	duurde	duurden	geduurd
nld	creëren	creëerde	creëerden	gecreëerd
nld	verschuiven	verschoof	verschoven	verschoven
nld	verenigen	verenigde	verenigden	verenigd
nld	ruziën	ruziede	ruzieden	geruzied
nld	zingen	zong	zongen	gezongen
nld	lossen	loste	losten	gelost
nld	bezuinigen	bezuinigde	bezuinigden	bezuinigd
nld	verwonden	verwondde	verwondden	verwond
nld	breidelen	breidelde	breidelden	gebreideld
nld	verkwikken	verkwikte	verkwikten	verkwikt
nld	verzwakken	verzwakte	verzwakten	verzwakt
nld	ontworstelen	ontworstelde	ontworstelden	ontworsteld
nld	wentelen	wentelde	wentelden	gewenteld
nld	schamen	schaamde	schaamden	geschaamd
nld	overdekken	overdekte	overdekten	overdekt
nld	rehabiliteren	rehabiliteerde	rehabiliteerden	gerehabiliteerd
nld	foeteren	foeterde	foeterden	gefoeterd
nld	onttrekken	onttrok	onttrokken	onttrokken
nld	vangen	ving	vingen	gevangen
nld	verhelpen	verhielp	verhielpen	verholpen
nld	prononceren	prononceerde	prononceerden	geprononceerd
nld	bestrijden	bestreed	bestreden	bestreden
nld	grenzen	grensde	grensden	gegrensd
nld	metamorfoseren	metamorfoseerde	metamorfoseerden	gemetamorfoseerd
nld	staken	staakte	staakten	gestaakt
nld	vervellen	vervelde	vervelden	verveld
nld	pijnigen	pijnigde	pijnigden	gepijnigd
nld	legitimeren	legitimeerde	legitimeerden	gelegitimeerd
nld	vloeien	vloeide	vloeiden	gevloeid
nld	geraken	geraakte	geraakten	geraakt
nld	bestormen	bestormde	bestormden	bestormd
nld	beduvelen	beduvelde	beduvelden	beduveld
nld	besmeren	besmeerde	besmeerden	besmeerd
nld	achterhalen	achterhaalde	achterhaalden	achterhaald
nld	priegelen	priegelde	priegelden	gepriegeld
nld	tuiten	tuitte	tuitten	getuit
nld	klauteren	klauterde	klauterden	geklauterd
nld	resteren	resteerde	resteerden	geresteerd
nld	dunnen	dunde	dunden	gedund
nld	onterven	onterfde	onterfden	onterfd
nld	bogen	boogde	boogden	geboogd
nld	verontwaardigen	verontwaardigde	verontwaardigden	verontwaardigd
nld	vernederen	vernederde	vernederden	vernederd
nld	onderbouwen	onderbouwde	onderbouwden	onderbouwd
nld	achtervolgen	achtervolgde	achtervolgden	achtervolgd
nld	beslaan	besloeg	besloegen	beslagen
nld	jeuken	jeukte	jeukten	gejeukt
nld	vertalen	vertaalde	vertaalden	vertaald
nld	boeken	boekte	boekten	geboekt
nld	posten	postte	postten	gepost
nld	besmetten	besmette	besmetten	besmet
nld	ontrollen	ontrolde	ontrolden	ontrold
nld	lozen	loosde	loosden	geloosd
nld	gehoorzamen	gehoorzaamde	gehoorzaamden	gehoorzaamd
nld	verbreken	verbrak	verbraken	verbroken
nld	stagneren	stagneerde	stagneerden	gestagneerd
nld	verharden	verhardde	verhardden	verhard
nld	bekrachtigen	bekrachtigde	bekrachtigden	bekrachtigd
nld	comprimeren	comprimeerde	comprimeerden	gecomprimeerd
nld	bekijken	bekeek	bekeken	bekeken
nld	golven	golfde	golfden	gegolfd
nld	stallen	stalde	stalden	gestald
nld	verwachten	verwachtte	verwachtten	verwacht
nld	lammeren	lammerde	lammerden	gelammerd
nld	wiegen	wiegde	wiegden	gewiegd
nld	vullen	vulde	vulden	gevuld
nld	ruwen	ruwde	ruwden	geruwd
nld	vergaren	vergaarde	vergaarden	vergaard
nld	activeren	activeerde	activeerden	geactiveerd
nld	vernoemen	vernoemde	vernoemden	vernoemd
nld	ziften	ziftte	ziftten	gezift
nld	wroeten	wroette	wroetten	gewroet
nld	verwijzen	verwees	verwezen	verwezen
nld	kladden	kladde	kladden	geklad
nld	stampen	stampte	stampten	gestampt
nld	bedwelmen	bedwelmde	bedwelmden	bedwelmd
nld	dreigen	dreigde	dreigden	gedreigd
nld	arroseren	arroseerde	arroseerden	gearroseerd
nld	pluimen	pluimde	pluimden	gepluimd
nld	verrijken	verrijkte	verrijkten	verrijkt
nld	decoderen	decodeerde	decodeerden	gedecodeerd
nld	voeden	voedde	voedden	gevoed
nld	bewerken	bewerkte	bewerkten	bewerkt
nld	herdenken	herherdacht	herherdachten	herherdacht
nld	fuseren	fuseerde	fuseerden	gefuseerd
nld	blokken	blokte	blokten	geblokt
nld	duizelen	duizelde	duizelden	geduizeld
nld	hergroeperen	hergroepeerde	hergroepeerden	gehergroepeerd
nld	reden	reedde	reedden	gereed
nld	janken	jankte	jankten	gejankt
nld	ploffen	plofte	ploften	geploft
nld	zeuren	zeurde	zeurden	gezeurd
nld	kneuzen	kneusde	kneusden	gekneusd
nld	gisten	gistte	gistten	gegist
nld	bedroeven	bedroefde	bedroefden	bedroefd
nld	flikflooien	flikflooide	flikflooiden	geflikflooid
nld	glimlachen	glimlachte	glimlachten	geglimlacht
nld	personaliseren	personaliseerde	personaliseerden	gepersonaliseerd
nld	smaden	smaadde	smaadden	gesmaad
nld	willen	wilde	wilden	gewild
nld	spijbelen	spijbelde	spijbelden	gespijbeld
nld	muilperen	muilpeerde	muilpeerden	gemuilpeerd
nld	muilkorven	muilkorfde	muilkorfden	gemuilkorfd
nld	sleutelen	sleutelde	sleutelden	gesleuteld
nld	delven	dolf	dolven	gedolven
nld	integreren	integreerde	integreerden	geïntegreerd
nld	beschouwen	beschouwde	beschouwden	beschouwd
nld	plooien	plooide	plooiden	geplooid
nld	schommelen	schommelde	schommelden	geschommeld
nld	roosteren	roosterde	roosterden	geroosterd
nld	verongelukken	verongelukte	verongelukten	verongelukt
nld	accepteren	accepteerde	accepteerden	geaccepteerd
nld	kwijten	kweet	kweten	gekweten
nld	scherpen	scherpte	scherpten	gescherpt
nld	meppen	mepte	mepten	gemept
nld	verzwaren	verzwaarde	verzwaarden	verzwaard
nld	behoren	behoorde	behoorden	behoord
nld	strijken	streek	streken	gestreken
nld	derogeren	derogeerde	derogeerden	gederogeerd
nld	injecteren	injecteerde	injecteerden	geïnjecteerd
nld	verbreden	verbreedde	verbreedden	verbreed
nld	knagen	knaagde	knaagden	geknaagd
nld	kolken	kolkte	kolkten	gekolkt
